timestamp,gco2_per_kwh
2020-01-11T08:00:00,221.35
2020-01-11T09:00:00,210.69
2020-01-11T10:00:00,235.32
2020-01-11T11:00:00,235.37
2020-01-11T12:00:00,280.28
2020-01-11T13:00:00,294.69
2020-01-11T14:00:00,345.51
2020-01-11T15:00:00,414.94
2020-01-11T16:00:00,442.00
2020-01-11T17:00:00,470.80
2020-01-11T18:00:00,470.06
2020-01-11T19:00:00,515.72
2020-01-11T20:00:00,448.22
2020-01-11T21:00:00,490.52
2020-01-11T22:00:00,466.94
2020-01-11T23:00:00,406.95
2020-01-12T00:00:00,409.14
2020-01-12T01:00:00,376.16
2020-01-12T02:00:00,383.51
2020-01-12T03:00:00,337.15
2020-01-12T04:00:00,262.51
2020-01-12T05:00:00,256.69
2020-01-12T06:00:00,204.11
2020-01-12T07:00:00,228.37
2020-01-12T08:00:00,227.60
2020-01-12T09:00:00,215.18
2020-01-12T10:00:00,214.50
2020-01-12T11:00:00,248.87
2020-01-12T12:00:00,293.36
2020-01-12T13:00:00,294.33
2020-01-12T14:00:00,352.15
2020-01-12T15:00:00,372.47
2020-01-12T16:00:00,415.98
2020-01-12T17:00:00,462.63
2020-01-12T18:00:00,452.15
2020-01-12T19:00:00,504.24
2020-01-12T20:00:00,491.47
2020-01-12T21:00:00,499.59
2020-01-12T22:00:00,488.81
2020-01-12T23:00:00,437.50
2020-01-13T00:00:00,406.37
2020-01-13T01:00:00,381.85
2020-01-13T02:00:00,369.87
2020-01-13T03:00:00,327.73
2020-01-13T04:00:00,305.54
2020-01-13T05:00:00,248.29
2020-01-13T06:00:00,216.78
2020-01-13T07:00:00,218.27
2020-01-13T08:00:00,204.14
2020-01-13T09:00:00,219.07
2020-01-13T10:00:00,259.92
2020-01-13T11:00:00,237.86
2020-01-13T12:00:00,287.60
2020-01-13T13:00:00,290.33
2020-01-13T14:00:00,331.56
2020-01-13T15:00:00,392.09
2020-01-13T16:00:00,425.47
2020-01-13T17:00:00,457.04
2020-01-13T18:00:00,471.44
2020-01-13T19:00:00,491.11
2020-01-13T20:00:00,501.17
2020-01-13T21:00:00,490.89
2020-01-13T22:00:00,459.83
2020-01-13T23:00:00,496.54
2020-01-14T00:00:00,395.11
2020-01-14T01:00:00,406.01
2020-01-14T02:00:00,345.19
2020-01-14T03:00:00,311.73
2020-01-14T04:00:00,264.07
2020-01-14T05:00:00,243.39
2020-01-14T06:00:00,206.04
2020-01-14T07:00:00,198.42
2020-01-14T08:00:00,211.91
2020-01-14T09:00:00,211.41
2020-01-14T10:00:00,227.72
2020-01-14T11:00:00,235.38
2020-01-14T12:00:00,274.81
2020-01-14T13:00:00,319.13
2020-01-14T14:00:00,361.28
2020-01-14T15:00:00,383.73
2020-01-14T16:00:00,414.28
2020-01-14T17:00:00,475.29
2020-01-14T18:00:00,459.80
2020-01-14T19:00:00,513.63
2020-01-14T20:00:00,496.40
2020-01-14T21:00:00,499.61
2020-01-14T22:00:00,484.92
2020-01-14T23:00:00,451.01
