timestamp,gco2_per_kwh
2020-01-11T06:00:00,53.82
2020-01-11T07:00:00,49.70
2020-01-11T08:00:00,50.50
2020-01-11T09:00:00,55.94
2020-01-11T10:00:00,50.63
2020-01-11T11:00:00,54.35
2020-01-11T12:00:00,55.68
2020-01-11T13:00:00,64.33
2020-01-11T14:00:00,62.21
2020-01-11T15:00:00,55.75
2020-01-11T16:00:00,63.45
2020-01-11T17:00:00,63.20
2020-01-11T18:00:00,75.58
2020-01-11T19:00:00,70.86
2020-01-11T20:00:00,68.10
2020-01-11T21:00:00,65.62
2020-01-11T22:00:00,69.30
2020-01-11T23:00:00,69.69
2020-01-12T00:00:00,59.24
2020-01-12T01:00:00,62.31
2020-01-12T02:00:00,62.70
2020-01-12T03:00:00,55.29
2020-01-12T04:00:00,53.68
2020-01-12T05:00:00,52.31
2020-01-12T06:00:00,48.87
2020-01-12T07:00:00,45.58
2020-01-12T08:00:00,52.43
2020-01-12T09:00:00,50.04
2020-01-12T10:00:00,58.16
2020-01-12T11:00:00,58.37
2020-01-12T12:00:00,52.53
2020-01-12T13:00:00,53.63
2020-01-12T14:00:00,67.10
2020-01-12T15:00:00,61.65
2020-01-12T16:00:00,63.41
2020-01-12T17:00:00,60.80
2020-01-12T18:00:00,69.89
2020-01-12T19:00:00,72.82
2020-01-12T20:00:00,67.51
2020-01-12T21:00:00,65.71
2020-01-12T22:00:00,67.03
2020-01-12T23:00:00,62.83
2020-01-13T00:00:00,69.43
2020-01-13T01:00:00,62.17
2020-01-13T02:00:00,59.11
2020-01-13T03:00:00,57.41
2020-01-13T04:00:00,53.06
2020-01-13T05:00:00,51.63
2020-01-13T06:00:00,50.89
2020-01-13T07:00:00,49.64
2020-01-13T08:00:00,49.11
2020-01-13T09:00:00,51.47
2020-01-13T10:00:00,47.47
2020-01-13T11:00:00,51.55
2020-01-13T12:00:00,58.06
2020-01-13T13:00:00,53.39
2020-01-13T14:00:00,63.49
2020-01-13T15:00:00,63.06
2020-01-13T16:00:00,65.75
2020-01-13T17:00:00,65.51
2020-01-13T18:00:00,68.94
2020-01-13T19:00:00,71.55
2020-01-13T20:00:00,62.45
2020-01-13T21:00:00,67.21
2020-01-13T22:00:00,65.21
2020-01-13T23:00:00,67.96
2020-01-14T00:00:00,63.90
2020-01-14T01:00:00,66.78
2020-01-14T02:00:00,57.63
2020-01-14T03:00:00,62.68
2020-01-14T04:00:00,57.56
2020-01-14T05:00:00,51.78
2020-01-14T06:00:00,49.01
2020-01-14T07:00:00,47.13
2020-01-14T08:00:00,55.92
2020-01-14T09:00:00,54.63
2020-01-14T10:00:00,48.89
2020-01-14T11:00:00,49.20
2020-01-14T12:00:00,57.33
2020-01-14T13:00:00,57.19
2020-01-14T14:00:00,58.94
2020-01-14T15:00:00,62.15
2020-01-14T16:00:00,63.74
2020-01-14T17:00:00,71.36
2020-01-14T18:00:00,69.67
2020-01-14T19:00:00,66.09
2020-01-14T20:00:00,73.29
2020-01-14T21:00:00,71.11
2020-01-14T22:00:00,71.22
2020-01-14T23:00:00,70.73
