timestamp,gco2_per_kwh
2020-01-10T09:00:00,615.26
2020-01-10T10:00:00,603.24
2020-01-10T11:00:00,675.68
2020-01-10T12:00:00,679.11
2020-01-10T13:00:00,671.22
2020-01-10T14:00:00,710.45
2020-01-10T15:00:00,691.65
2020-01-10T16:00:00,791.80
2020-01-10T17:00:00,770.88
2020-01-10T18:00:00,852.49
2020-01-10T19:00:00,766.51
2020-01-10T20:00:00,856.60
2020-01-10T21:00:00,864.26
2020-01-10T22:00:00,780.69
2020-01-10T23:00:00,751.03
2020-01-11T00:00:00,759.96
2020-01-11T01:00:00,744.28
2020-01-11T02:00:00,678.03
2020-01-11T03:00:00,714.49
2020-01-11T04:00:00,643.93
2020-01-11T05:00:00,601.29
2020-01-11T06:00:00,580.62
2020-01-11T07:00:00,601.87
2020-01-11T08:00:00,639.52
2020-01-11T09:00:00,628.87
2020-01-11T10:00:00,627.33
2020-01-11T11:00:00,666.80
2020-01-11T12:00:00,656.12
2020-01-11T13:00:00,738.70
2020-01-11T14:00:00,685.83
2020-01-11T15:00:00,788.70
2020-01-11T16:00:00,757.55
2020-01-11T17:00:00,763.81
2020-01-11T18:00:00,805.58
2020-01-11T19:00:00,824.28
2020-01-11T20:00:00,799.13
2020-01-11T21:00:00,856.25
2020-01-11T22:00:00,803.05
2020-01-11T23:00:00,783.52
2020-01-12T00:00:00,769.28
2020-01-12T01:00:00,720.55
2020-01-12T02:00:00,683.43
2020-01-12T03:00:00,691.30
2020-01-12T04:00:00,670.26
2020-01-12T05:00:00,723.88
2020-01-12T06:00:00,609.05
2020-01-12T07:00:00,600.37
2020-01-12T08:00:00,595.17
2020-01-12T09:00:00,516.79
2020-01-12T10:00:00,649.84
2020-01-12T11:00:00,686.08
2020-01-12T12:00:00,627.26
2020-01-12T13:00:00,601.69
2020-01-12T14:00:00,703.60
2020-01-12T15:00:00,686.67
2020-01-12T16:00:00,717.17
2020-01-12T17:00:00,795.11
2020-01-12T18:00:00,833.19
2020-01-12T19:00:00,824.39
2020-01-12T20:00:00,756.84
2020-01-12T21:00:00,817.45
2020-01-12T22:00:00,764.58
2020-01-12T23:00:00,789.29
2020-01-13T00:00:00,738.33
2020-01-13T01:00:00,773.77
2020-01-13T02:00:00,673.27
2020-01-13T03:00:00,674.95
2020-01-13T04:00:00,661.59
2020-01-13T05:00:00,624.70
2020-01-13T06:00:00,613.22
2020-01-13T07:00:00,628.10
2020-01-13T08:00:00,575.06
2020-01-13T09:00:00,544.48
2020-01-13T10:00:00,677.96
2020-01-13T11:00:00,631.25
2020-01-13T12:00:00,652.81
2020-01-13T13:00:00,666.09
2020-01-13T14:00:00,677.47
2020-01-13T15:00:00,640.84
2020-01-13T16:00:00,783.15
2020-01-13T17:00:00,720.13
2020-01-13T18:00:00,784.57
2020-01-13T19:00:00,802.79
2020-01-13T20:00:00,754.89
2020-01-13T21:00:00,847.95
2020-01-13T22:00:00,750.63
2020-01-13T23:00:00,774.31
2020-01-14T00:00:00,717.23
2020-01-14T01:00:00,693.83
2020-01-14T02:00:00,687.22
2020-01-14T03:00:00,632.86
2020-01-14T04:00:00,648.90
2020-01-14T05:00:00,730.42
2020-01-14T06:00:00,605.15
2020-01-14T07:00:00,554.86
2020-01-14T08:00:00,577.26
2020-01-14T09:00:00,601.06
2020-01-14T10:00:00,553.99
2020-01-14T11:00:00,677.36
2020-01-14T12:00:00,677.06
2020-01-14T13:00:00,634.39
2020-01-14T14:00:00,674.91
2020-01-14T15:00:00,726.82
2020-01-14T16:00:00,705.16
2020-01-14T17:00:00,719.87
2020-01-14T18:00:00,809.19
2020-01-14T19:00:00,800.60
2020-01-14T20:00:00,778.21
2020-01-14T21:00:00,758.27
2020-01-14T22:00:00,787.98
2020-01-14T23:00:00,759.87
