timestamp,gco2_per_kwh
2020-01-06T12:00:00,164.41
2020-01-06T13:00:00,211.26
2020-01-06T14:00:00,216.89
2020-01-06T15:00:00,237.78
2020-01-06T16:00:00,280.18
2020-01-06T17:00:00,268.41
2020-01-06T18:00:00,288.00
2020-01-06T19:00:00,297.92
2020-01-06T20:00:00,299.09
2020-01-06T21:00:00,284.25
2020-01-06T22:00:00,300.41
2020-01-06T23:00:00,271.69
2020-01-07T00:00:00,257.86
2020-01-07T01:00:00,225.07
2020-01-07T02:00:00,234.33
2020-01-07T03:00:00,208.83
2020-01-07T04:00:00,174.03
2020-01-07T05:00:00,152.64
2020-01-07T06:00:00,140.67
2020-01-07T07:00:00,149.86
2020-01-07T08:00:00,140.06
2020-01-07T09:00:00,132.97
2020-01-07T10:00:00,172.21
2020-01-07T11:00:00,180.72
2020-01-07T12:00:00,192.09
2020-01-07T13:00:00,208.99
2020-01-07T14:00:00,216.52
2020-01-07T15:00:00,232.97
2020-01-07T16:00:00,255.23
2020-01-07T17:00:00,278.49
2020-01-07T18:00:00,282.10
2020-01-07T19:00:00,299.20
2020-01-07T20:00:00,286.45
2020-01-07T21:00:00,305.71
2020-01-07T22:00:00,286.14
2020-01-07T23:00:00,264.65
2020-01-08T00:00:00,247.23
2020-01-08T01:00:00,234.48
2020-01-08T02:00:00,223.90
2020-01-08T03:00:00,217.62
2020-01-08T04:00:00,185.81
2020-01-08T05:00:00,162.87
2020-01-08T06:00:00,143.54
2020-01-08T07:00:00,139.59
2020-01-08T08:00:00,137.59
2020-01-08T09:00:00,149.20
2020-01-08T10:00:00,162.33
2020-01-08T11:00:00,170.35
2020-01-08T12:00:00,192.05
2020-01-08T13:00:00,200.58
2020-01-08T14:00:00,227.53
2020-01-08T15:00:00,257.41
2020-01-08T16:00:00,263.81
2020-01-08T17:00:00,276.89
2020-01-08T18:00:00,281.60
2020-01-08T19:00:00,303.27
2020-01-08T20:00:00,301.88
2020-01-08T21:00:00,314.32
2020-01-08T22:00:00,280.73
2020-01-08T23:00:00,275.91
2020-01-09T00:00:00,256.59
2020-01-09T01:00:00,225.46
2020-01-09T02:00:00,217.96
2020-01-09T03:00:00,213.56
2020-01-09T04:00:00,180.56
2020-01-09T05:00:00,177.32
2020-01-09T06:00:00,144.44
2020-01-09T07:00:00,130.39
2020-01-09T08:00:00,152.60
2020-01-09T09:00:00,152.06
2020-01-09T10:00:00,154.80
2020-01-09T11:00:00,176.61
2020-01-09T12:00:00,179.82
2020-01-09T13:00:00,192.16
2020-01-09T14:00:00,210.96
2020-01-09T15:00:00,248.37
2020-01-09T16:00:00,244.44
2020-01-09T17:00:00,261.91
2020-01-09T18:00:00,273.93
2020-01-09T19:00:00,302.10
2020-01-09T20:00:00,322.65
2020-01-09T21:00:00,294.74
2020-01-09T22:00:00,287.10
2020-01-09T23:00:00,276.14
2020-01-10T00:00:00,271.20
2020-01-10T01:00:00,234.26
2020-01-10T02:00:00,202.44
2020-01-10T03:00:00,203.34
2020-01-10T04:00:00,185.38
2020-01-10T05:00:00,171.89
2020-01-10T06:00:00,143.85
2020-01-10T07:00:00,116.45
2020-01-10T08:00:00,139.15
2020-01-10T09:00:00,142.02
2020-01-10T10:00:00,149.26
2020-01-10T11:00:00,151.02
2020-01-10T12:00:00,194.68
2020-01-10T13:00:00,229.23
2020-01-10T14:00:00,208.87
2020-01-10T15:00:00,216.17
2020-01-10T16:00:00,260.47
2020-01-10T17:00:00,283.20
2020-01-10T18:00:00,274.87
2020-01-10T19:00:00,302.51
2020-01-10T20:00:00,311.40
2020-01-10T21:00:00,289.88
2020-01-10T22:00:00,290.38
2020-01-10T23:00:00,304.73
2020-01-11T00:00:00,252.03
2020-01-11T01:00:00,259.58
2020-01-11T02:00:00,209.55
2020-01-11T03:00:00,201.08
2020-01-11T04:00:00,197.65
2020-01-11T05:00:00,165.69
2020-01-11T06:00:00,163.54
2020-01-11T07:00:00,140.27
2020-01-11T08:00:00,134.63
2020-01-11T09:00:00,122.62
2020-01-11T10:00:00,151.37
2020-01-11T11:00:00,145.29
2020-01-11T12:00:00,181.35
2020-01-11T13:00:00,187.75
2020-01-11T14:00:00,229.74
2020-01-11T15:00:00,246.11
2020-01-11T16:00:00,255.19
2020-01-11T17:00:00,285.40
2020-01-11T18:00:00,288.18
2020-01-11T19:00:00,309.13
2020-01-11T20:00:00,284.22
2020-01-11T21:00:00,309.16
2020-01-11T22:00:00,280.90
2020-01-11T23:00:00,270.49
2020-01-12T00:00:00,238.49
2020-01-12T01:00:00,235.97
2020-01-12T02:00:00,242.38
2020-01-12T03:00:00,188.55
2020-01-12T04:00:00,182.74
2020-01-12T05:00:00,170.70
2020-01-12T06:00:00,155.45
2020-01-12T07:00:00,147.29
2020-01-12T08:00:00,131.57
2020-01-12T09:00:00,145.13
2020-01-12T10:00:00,167.98
2020-01-12T11:00:00,154.12
2020-01-12T12:00:00,198.78
2020-01-12T13:00:00,206.94
2020-01-12T14:00:00,204.55
2020-01-12T15:00:00,234.93
2020-01-12T16:00:00,251.38
2020-01-12T17:00:00,264.38
2020-01-12T18:00:00,279.14
2020-01-12T19:00:00,295.67
2020-01-12T20:00:00,298.09
2020-01-12T21:00:00,290.24
2020-01-12T22:00:00,292.66
2020-01-12T23:00:00,278.68
2020-01-13T00:00:00,244.60
2020-01-13T01:00:00,230.95
2020-01-13T02:00:00,237.82
2020-01-13T03:00:00,226.46
2020-01-13T04:00:00,176.81
2020-01-13T05:00:00,171.83
2020-01-13T06:00:00,147.94
2020-01-13T07:00:00,145.40
2020-01-13T08:00:00,131.64
2020-01-13T09:00:00,155.82
2020-01-13T10:00:00,138.58
2020-01-13T11:00:00,164.97
2020-01-13T12:00:00,192.23
2020-01-13T13:00:00,214.39
2020-01-13T14:00:00,219.57
2020-01-13T15:00:00,238.26
2020-01-13T16:00:00,271.01
2020-01-13T17:00:00,254.92
2020-01-13T18:00:00,290.81
2020-01-13T19:00:00,292.38
2020-01-13T20:00:00,288.67
2020-01-13T21:00:00,305.03
2020-01-13T22:00:00,297.57
2020-01-13T23:00:00,275.75
2020-01-14T00:00:00,238.40
2020-01-14T01:00:00,238.19
2020-01-14T02:00:00,233.13
2020-01-14T03:00:00,206.06
2020-01-14T04:00:00,187.98
2020-01-14T05:00:00,169.37
2020-01-14T06:00:00,155.68
2020-01-14T07:00:00,129.30
2020-01-14T08:00:00,146.55
2020-01-14T09:00:00,157.30
2020-01-14T10:00:00,164.64
2020-01-14T11:00:00,147.17
2020-01-14T12:00:00,193.39
2020-01-14T13:00:00,204.14
2020-01-14T14:00:00,212.46
2020-01-14T15:00:00,244.38
2020-01-14T16:00:00,275.90
2020-01-14T17:00:00,286.33
2020-01-14T18:00:00,291.48
2020-01-14T19:00:00,286.63
2020-01-14T20:00:00,298.72
2020-01-14T21:00:00,298.22
2020-01-14T22:00:00,275.68
2020-01-14T23:00:00,273.52
