timestamp,gco2_per_kwh
2020-01-04T15:00:00,290.65
2020-01-04T16:00:00,313.20
2020-01-04T17:00:00,347.39
2020-01-04T18:00:00,379.49
2020-01-04T19:00:00,389.31
2020-01-04T20:00:00,402.49
2020-01-04T21:00:00,384.90
2020-01-04T22:00:00,353.36
2020-01-04T23:00:00,340.56
2020-01-05T00:00:00,328.35
2020-01-05T01:00:00,282.86
2020-01-05T02:00:00,254.19
2020-01-05T03:00:00,210.21
2020-01-05T04:00:00,184.87
2020-01-05T05:00:00,152.41
2020-01-05T06:00:00,123.71
2020-01-05T07:00:00,99.78
2020-01-05T08:00:00,115.86
2020-01-05T09:00:00,96.16
2020-01-05T10:00:00,125.40
2020-01-05T11:00:00,174.18
2020-01-05T12:00:00,150.96
2020-01-05T13:00:00,204.18
2020-01-05T14:00:00,249.43
2020-01-05T15:00:00,298.87
2020-01-05T16:00:00,316.39
2020-01-05T17:00:00,337.94
2020-01-05T18:00:00,385.83
2020-01-05T19:00:00,393.34
2020-01-05T20:00:00,385.70
2020-01-05T21:00:00,370.29
2020-01-05T22:00:00,369.59
2020-01-05T23:00:00,367.49
2020-01-06T00:00:00,320.22
2020-01-06T01:00:00,274.67
2020-01-06T02:00:00,243.76
2020-01-06T03:00:00,182.55
2020-01-06T04:00:00,183.39
2020-01-06T05:00:00,140.84
2020-01-06T06:00:00,118.56
2020-01-06T07:00:00,94.66
2020-01-06T08:00:00,100.76
2020-01-06T09:00:00,120.37
2020-01-06T10:00:00,129.03
2020-01-06T11:00:00,154.02
2020-01-06T12:00:00,208.42
2020-01-06T13:00:00,232.62
2020-01-06T14:00:00,258.51
2020-01-06T15:00:00,296.37
2020-01-06T16:00:00,291.94
2020-01-06T17:00:00,345.26
2020-01-06T18:00:00,363.36
2020-01-06T19:00:00,381.57
2020-01-06T20:00:00,392.95
2020-01-06T21:00:00,404.94
2020-01-06T22:00:00,390.63
2020-01-06T23:00:00,347.36
2020-01-07T00:00:00,306.50
2020-01-07T01:00:00,284.96
2020-01-07T02:00:00,253.48
2020-01-07T03:00:00,227.39
2020-01-07T04:00:00,184.98
2020-01-07T05:00:00,142.49
2020-01-07T06:00:00,116.25
2020-01-07T07:00:00,139.68
2020-01-07T08:00:00,117.62
2020-01-07T09:00:00,113.37
2020-01-07T10:00:00,149.48
2020-01-07T11:00:00,156.94
2020-01-07T12:00:00,185.36
2020-01-07T13:00:00,207.76
2020-01-07T14:00:00,245.77
2020-01-07T15:00:00,295.93
2020-01-07T16:00:00,343.90
2020-01-07T17:00:00,348.96
2020-01-07T18:00:00,356.09
2020-01-07T19:00:00,373.04
2020-01-07T20:00:00,396.52
2020-01-07T21:00:00,371.05
2020-01-07T22:00:00,395.31
2020-01-07T23:00:00,332.72
2020-01-08T00:00:00,327.81
2020-01-08T01:00:00,269.56
2020-01-08T02:00:00,242.22
2020-01-08T03:00:00,214.26
2020-01-08T04:00:00,191.39
2020-01-08T05:00:00,158.29
2020-01-08T06:00:00,121.94
2020-01-08T07:00:00,110.32
2020-01-08T08:00:00,135.84
2020-01-08T09:00:00,123.10
2020-01-08T10:00:00,139.72
2020-01-08T11:00:00,159.12
2020-01-08T12:00:00,188.67
2020-01-08T13:00:00,213.40
2020-01-08T14:00:00,229.62
2020-01-08T15:00:00,277.44
2020-01-08T16:00:00,345.56
2020-01-08T17:00:00,338.97
2020-01-08T18:00:00,390.00
2020-01-08T19:00:00,369.18
2020-01-08T20:00:00,375.75
2020-01-08T21:00:00,371.92
2020-01-08T22:00:00,375.16
2020-01-08T23:00:00,346.53
2020-01-09T00:00:00,304.90
2020-01-09T01:00:00,279.92
2020-01-09T02:00:00,262.03
2020-01-09T03:00:00,205.74
2020-01-09T04:00:00,175.57
2020-01-09T05:00:00,147.03
2020-01-09T06:00:00,131.44
2020-01-09T07:00:00,117.79
2020-01-09T08:00:00,140.16
2020-01-09T09:00:00,119.91
2020-01-09T10:00:00,123.80
2020-01-09T11:00:00,177.66
2020-01-09T12:00:00,177.80
2020-01-09T13:00:00,214.10
2020-01-09T14:00:00,243.51
2020-01-09T15:00:00,312.58
2020-01-09T16:00:00,344.03
2020-01-09T17:00:00,340.66
2020-01-09T18:00:00,370.20
2020-01-09T19:00:00,392.32
2020-01-09T20:00:00,410.03
2020-01-09T21:00:00,370.06
2020-01-09T22:00:00,353.93
2020-01-09T23:00:00,331.06
2020-01-10T00:00:00,320.76
2020-01-10T01:00:00,272.80
2020-01-10T02:00:00,241.62
2020-01-10T03:00:00,204.06
2020-01-10T04:00:00,200.51
2020-01-10T05:00:00,171.88
2020-01-10T06:00:00,115.69
2020-01-10T07:00:00,124.26
2020-01-10T08:00:00,91.68
2020-01-10T09:00:00,103.51
2020-01-10T10:00:00,146.65
2020-01-10T11:00:00,155.19
2020-01-10T12:00:00,189.58
2020-01-10T13:00:00,213.34
2020-01-10T14:00:00,251.59
2020-01-10T15:00:00,267.76
2020-01-10T16:00:00,314.38
2020-01-10T17:00:00,341.19
2020-01-10T18:00:00,372.27
2020-01-10T19:00:00,383.51
2020-01-10T20:00:00,421.16
2020-01-10T21:00:00,374.10
2020-01-10T22:00:00,371.59
2020-01-10T23:00:00,349.72
2020-01-11T00:00:00,308.62
2020-01-11T01:00:00,275.58
2020-01-11T02:00:00,270.30
2020-01-11T03:00:00,223.09
2020-01-11T04:00:00,172.18
2020-01-11T05:00:00,150.62
2020-01-11T06:00:00,149.69
2020-01-11T07:00:00,119.88
2020-01-11T08:00:00,121.22
2020-01-11T09:00:00,133.56
2020-01-11T10:00:00,147.43
2020-01-11T11:00:00,156.39
2020-01-11T12:00:00,183.67
2020-01-11T13:00:00,211.85
2020-01-11T14:00:00,244.97
2020-01-11T15:00:00,294.55
2020-01-11T16:00:00,297.28
2020-01-11T17:00:00,341.30
2020-01-11T18:00:00,375.52
2020-01-11T19:00:00,362.24
2020-01-11T20:00:00,402.63
2020-01-11T21:00:00,389.39
2020-01-11T22:00:00,376.60
2020-01-11T23:00:00,366.55
2020-01-12T00:00:00,319.47
2020-01-12T01:00:00,306.52
2020-01-12T02:00:00,246.52
2020-01-12T03:00:00,205.99
2020-01-12T04:00:00,184.08
2020-01-12T05:00:00,146.73
2020-01-12T06:00:00,141.11
2020-01-12T07:00:00,122.35
2020-01-12T08:00:00,116.44
2020-01-12T09:00:00,134.83
2020-01-12T10:00:00,142.63
2020-01-12T11:00:00,139.03
2020-01-12T12:00:00,182.57
2020-01-12T13:00:00,228.25
2020-01-12T14:00:00,265.04
2020-01-12T15:00:00,288.29
2020-01-12T16:00:00,323.06
2020-01-12T17:00:00,346.42
2020-01-12T18:00:00,378.57
2020-01-12T19:00:00,379.07
2020-01-12T20:00:00,390.07
2020-01-12T21:00:00,385.87
2020-01-12T22:00:00,355.39
2020-01-12T23:00:00,363.52
2020-01-13T00:00:00,305.19
2020-01-13T01:00:00,286.46
2020-01-13T02:00:00,250.16
2020-01-13T03:00:00,217.18
2020-01-13T04:00:00,175.99
2020-01-13T05:00:00,160.24
2020-01-13T06:00:00,134.20
2020-01-13T07:00:00,135.20
2020-01-13T08:00:00,103.45
2020-01-13T09:00:00,98.75
2020-01-13T10:00:00,128.91
2020-01-13T11:00:00,124.91
2020-01-13T12:00:00,184.56
2020-01-13T13:00:00,206.00
2020-01-13T14:00:00,245.16
2020-01-13T15:00:00,283.34
2020-01-13T16:00:00,320.51
2020-01-13T17:00:00,366.27
2020-01-13T18:00:00,368.70
2020-01-13T19:00:00,368.11
2020-01-13T20:00:00,381.04
2020-01-13T21:00:00,382.05
2020-01-13T22:00:00,359.74
2020-01-13T23:00:00,366.42
2020-01-14T00:00:00,326.55
2020-01-14T01:00:00,273.62
2020-01-14T02:00:00,277.94
2020-01-14T03:00:00,218.14
2020-01-14T04:00:00,162.75
2020-01-14T05:00:00,145.38
2020-01-14T06:00:00,115.84
2020-01-14T07:00:00,112.54
2020-01-14T08:00:00,124.37
2020-01-14T09:00:00,132.21
2020-01-14T10:00:00,130.72
2020-01-14T11:00:00,171.71
2020-01-14T12:00:00,157.49
2020-01-14T13:00:00,213.13
2020-01-14T14:00:00,247.65
2020-01-14T15:00:00,284.80
2020-01-14T16:00:00,317.24
2020-01-14T17:00:00,360.78
2020-01-14T18:00:00,342.18
2020-01-14T19:00:00,364.29
2020-01-14T20:00:00,388.25
2020-01-14T21:00:00,374.55
2020-01-14T22:00:00,363.16
2020-01-14T23:00:00,338.43
