app,func,end_timestamp,duration
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,139.631026,0.559
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,d92f8485c6246b3992a693f22bcc446a2f3d552d1b0cecc3fe637dec8f61e1ac,142.797776,35.021
a7cf2f4bb45576518350fb91bb84800146f1dc257896e3b46b901095987e2a1c,6a144e613e2220f49247934c6e896484265f3763008c3235599da7133c320b63,146.192977,0.106
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,154.812250,0.357
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,160.539193,0.350
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,d92f8485c6246b3992a693f22bcc446a2f3d552d1b0cecc3fe637dec8f61e1ac,161.402374,52.747
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,170.042217,0.552
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,174.521514,1.223
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,176.704075,0.406
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,178.802789,1.250
d9c9a39425c8044015e05eaf8330a6e48bad0e3edf1ec032098fb2c8b045c0b9,55b5c6b8e25e560a5244c522674fa8ad6f8dec1b83a702650726d57f2547c47c,182.354764,0.041
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,184.046664,0.873
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,518cd8f12974202d11b5a16a5437a6a560186fbe9584862c601084cbc18761c6,185.056011,0.119
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,518cd8f12974202d11b5a16a5437a6a560186fbe9584862c601084cbc18761c6,190.392052,0.065
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,204.211808,1.080
b2446308f35282348f1c6388346d932f610301eaa65bd0c283d8fb949d15e7cc,d206b500d8a622c7c6e606402b6f218d95ee19d6805d57bd7d6698351eea831a,205.942889,179.750
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,206.553511,1.566
cf54d1572c1d632986590f22a8313559a433bd667a10d3d3dae5912dcba6ea78,b259c1e9f9b5415e24c8b3e31485942012cde025f7115eb6c3b87d91de9ef892,211.242493,0.118
7475824cc4748c3fc8576d1ba486950f36d81d9cb5336cc1da801ef313b516d8,c8d99a8658319d5874fe33684bea9d87fab76b5593481d4d66145bec971607b3,212.899195,0.490
b2446308f35282348f1c6388346d932f610301eaa65bd0c283d8fb949d15e7cc,db87b76b1f5c22aeb78e8ddae62a3f5b78f28580d14b2d7f7f773702f2da3a3b,214.698180,0.043
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,219.643653,0.419
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,228.552166,1.619
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,233.155864,1.616
87b8ec9b41644a8b32cf64798ee6e0d8d7e5948575669ae9c5a8435a10813266,9d4311638952a6ecefb68603a4ade3f6aedf1ff5a2f359c67bbef939d6a2e6dc,235.309924,0.070
7475824cc4748c3fc8576d1ba486950f36d81d9cb5336cc1da801ef313b516d8,eac0d7c37985ac4669b288f34505f79c6df5fc76371ca3b80b783133b39adfbd,236.045882,34.043
b2446308f35282348f1c6388346d932f610301eaa65bd0c283d8fb949d15e7cc,db87b76b1f5c22aeb78e8ddae62a3f5b78f28580d14b2d7f7f773702f2da3a3b,243.934944,0.079
b2446308f35282348f1c6388346d932f610301eaa65bd0c283d8fb949d15e7cc,db87b76b1f5c22aeb78e8ddae62a3f5b78f28580d14b2d7f7f773702f2da3a3b,244.443448,0.104
efcdd56913d0ce6927045a6f4e8bc025d4bc3a901c3f657e7c0c0d52a157e940,d3001621518a70a020141bf2f78060d34d8b1d6a417c7d5ad0650366921617ac,250.290284,0.539
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,d92f8485c6246b3992a693f22bcc446a2f3d552d1b0cecc3fe637dec8f61e1ac,254.603106,29.397
99ae030b60cf247520cab75889c7e2f4c8be9422fce8cc2dc30c53820d8e487b,68b7a052a1a75027d0ba4031c39237121a4d32fa66b59c585684af85c61349ac,256.719982,0.471
87b8ec9b41644a8b32cf64798ee6e0d8d7e5948575669ae9c5a8435a10813266,b85146d6fb2fb1b37a7b668f36287a534543da7a2bc393eac28fd9e974908af0,271.084739,3.639
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,d92f8485c6246b3992a693f22bcc446a2f3d552d1b0cecc3fe637dec8f61e1ac,283.389710,67.955
87b8ec9b41644a8b32cf64798ee6e0d8d7e5948575669ae9c5a8435a10813266,9d4311638952a6ecefb68603a4ade3f6aedf1ff5a2f359c67bbef939d6a2e6dc,289.706447,0.085
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,5d5cbd388a16ee5f19e2c8c5df4ac7a74ad36fdc9b8a8b0489074a41d61b6884,292.547879,26.848
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,d92f8485c6246b3992a693f22bcc446a2f3d552d1b0cecc3fe637dec8f61e1ac,300.442988,17.741
f4930f068e300bc29cc1ba31414e01d1eaf55b1607c65985536c868ec9323990,46a59e3a4d9e4fefe6b34e678125ce95ab071f1126ec503557f26ec575c1941b,304.923388,0.500
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,5d5cbd388a16ee5f19e2c8c5df4ac7a74ad36fdc9b8a8b0489074a41d61b6884,305.525239,55.564
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,518cd8f12974202d11b5a16a5437a6a560186fbe9584862c601084cbc18761c6,306.435815,0.652
cf54d1572c1d632986590f22a8313559a433bd667a10d3d3dae5912dcba6ea78,b259c1e9f9b5415e24c8b3e31485942012cde025f7115eb6c3b87d91de9ef892,311.584372,0.073
f7b8083a0342944f477b97a321506ae52fc6e2e76bf6042f2280c281f43ee10d,4b2c05f30bc5080fb3ff505c4051509a4406f733b9ccd3386fa0900f3ae0d9bf,316.372387,0.012
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,d92f8485c6246b3992a693f22bcc446a2f3d552d1b0cecc3fe637dec8f61e1ac,322.580372,207.582
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,322.901620,0.398
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,5d5cbd388a16ee5f19e2c8c5df4ac7a74ad36fdc9b8a8b0489074a41d61b6884,325.730465,20.537
aa09fd0de23af2f42704ea3f7a832860e356cb21fbe99fb4c513e0ac64da3ce9,a7220d0ede28b7b3aa0f0607ca44f14e871e76cab8c30bfd0134e64230326622,335.062036,0.037
d9c9a39425c8044015e05eaf8330a6e48bad0e3edf1ec032098fb2c8b045c0b9,7fd157a7b694ec9235842e5191f04eb673f536c6f3bb37a9dc868eaeb977de9b,337.875582,0.397
b2446308f35282348f1c6388346d932f610301eaa65bd0c283d8fb949d15e7cc,d206b500d8a622c7c6e606402b6f218d95ee19d6805d57bd7d6698351eea831a,348.054614,63.959
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,d92f8485c6246b3992a693f22bcc446a2f3d552d1b0cecc3fe637dec8f61e1ac,351.177555,30.678
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,d92f8485c6246b3992a693f22bcc446a2f3d552d1b0cecc3fe637dec8f61e1ac,356.969309,33.799
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,357.289851,2.244
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,358.587312,0.418
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,d92f8485c6246b3992a693f22bcc446a2f3d552d1b0cecc3fe637dec8f61e1ac,364.498181,58.583
a12f22a3f771308d969fd56d18df65bf6960a4101a3daa4cef878997a2e1978b,664c8bd366fc401f874d793373a2aafc5a5a506e2e04d325d5d83557d6df7502,365.128292,0.024
87b8ec9b41644a8b32cf64798ee6e0d8d7e5948575669ae9c5a8435a10813266,9d4311638952a6ecefb68603a4ade3f6aedf1ff5a2f359c67bbef939d6a2e6dc,365.482621,0.158
36918b2e6c7d7af242c355afc840cf4665e3ea068cf464571367b9c37779bf80,7256bfbb7f3fd68f57187fc7395b4cbcb317c2abb99ee066d02f0844dbcb8ee7,371.795030,0.995
b2446308f35282348f1c6388346d932f610301eaa65bd0c283d8fb949d15e7cc,db87b76b1f5c22aeb78e8ddae62a3f5b78f28580d14b2d7f7f773702f2da3a3b,381.120857,0.053
eddb92315799e0eaf5d18b84bc5948186fbc33c0190b04c815d75765a979435c,110010ce3452fe8d402b60888cc981d5c1f099fa94092e745a629835ecdb9f51,387.709351,0.035
d9c9a39425c8044015e05eaf8330a6e48bad0e3edf1ec032098fb2c8b045c0b9,7fd157a7b694ec9235842e5191f04eb673f536c6f3bb37a9dc868eaeb977de9b,399.644206,2.442
4bd219625127e9d2e12f7eb21015642ad64f42ea61a16f5577db0c2e7a54d4cf,97c31670ec24a392969c8bc769ded28f0ea827f99e77c918ebe894b02f4511dd,400.296345,9.488
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,518cd8f12974202d11b5a16a5437a6a560186fbe9584862c601084cbc18761c6,401.929150,0.216
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,d92f8485c6246b3992a693f22bcc446a2f3d552d1b0cecc3fe637dec8f61e1ac,403.575270,98.819
b2446308f35282348f1c6388346d932f610301eaa65bd0c283d8fb949d15e7cc,d206b500d8a622c7c6e606402b6f218d95ee19d6805d57bd7d6698351eea831a,406.656141,109.209
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,408.956332,0.686
b34e792718773cd207a3d3bb54979d4952f301dd15d6f091f57008f075958309,2f796c78515eb95a2d835ebf50326db182a91dce43f6d21d5785e80565851355,415.979374,3.037
cf54d1572c1d632986590f22a8313559a433bd667a10d3d3dae5912dcba6ea78,b259c1e9f9b5415e24c8b3e31485942012cde025f7115eb6c3b87d91de9ef892,416.626660,0.080
b34e792718773cd207a3d3bb54979d4952f301dd15d6f091f57008f075958309,541379714c2250706dfd8b76765ae74953f871377238b361a8666f510afeba58,428.670928,99.998
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,5d5cbd388a16ee5f19e2c8c5df4ac7a74ad36fdc9b8a8b0489074a41d61b6884,434.175454,17.678
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,436.628338,0.833
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,457.782616,0.968
4bd219625127e9d2e12f7eb21015642ad64f42ea61a16f5577db0c2e7a54d4cf,97c31670ec24a392969c8bc769ded28f0ea827f99e77c918ebe894b02f4511dd,461.419741,6.584
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,d92f8485c6246b3992a693f22bcc446a2f3d552d1b0cecc3fe637dec8f61e1ac,463.060443,57.555
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,518cd8f12974202d11b5a16a5437a6a560186fbe9584862c601084cbc18761c6,476.038821,0.050
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,d92f8485c6246b3992a693f22bcc446a2f3d552d1b0cecc3fe637dec8f61e1ac,478.147390,23.619
b2446308f35282348f1c6388346d932f610301eaa65bd0c283d8fb949d15e7cc,db87b76b1f5c22aeb78e8ddae62a3f5b78f28580d14b2d7f7f773702f2da3a3b,480.303711,0.080
b2446308f35282348f1c6388346d932f610301eaa65bd0c283d8fb949d15e7cc,db87b76b1f5c22aeb78e8ddae62a3f5b78f28580d14b2d7f7f773702f2da3a3b,484.712578,0.063
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,491.244546,0.900
7475824cc4748c3fc8576d1ba486950f36d81d9cb5336cc1da801ef313b516d8,c8d99a8658319d5874fe33684bea9d87fab76b5593481d4d66145bec971607b3,492.172136,0.214
b2446308f35282348f1c6388346d932f610301eaa65bd0c283d8fb949d15e7cc,db87b76b1f5c22aeb78e8ddae62a3f5b78f28580d14b2d7f7f773702f2da3a3b,494.981271,0.051
87b8ec9b41644a8b32cf64798ee6e0d8d7e5948575669ae9c5a8435a10813266,9d4311638952a6ecefb68603a4ade3f6aedf1ff5a2f359c67bbef939d6a2e6dc,499.137696,0.163
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,518cd8f12974202d11b5a16a5437a6a560186fbe9584862c601084cbc18761c6,500.771331,0.294
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,5d5cbd388a16ee5f19e2c8c5df4ac7a74ad36fdc9b8a8b0489074a41d61b6884,511.732817,12.238
eddb92315799e0eaf5d18b84bc5948186fbc33c0190b04c815d75765a979435c,110010ce3452fe8d402b60888cc981d5c1f099fa94092e745a629835ecdb9f51,514.619645,0.046
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,517.852138,1.241
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,518.056311,0.613
a12f22a3f771308d969fd56d18df65bf6960a4101a3daa4cef878997a2e1978b,664c8bd366fc401f874d793373a2aafc5a5a506e2e04d325d5d83557d6df7502,518.330921,0.079
4bd219625127e9d2e12f7eb21015642ad64f42ea61a16f5577db0c2e7a54d4cf,97c31670ec24a392969c8bc769ded28f0ea827f99e77c918ebe894b02f4511dd,519.125634,10.934
cf54d1572c1d632986590f22a8313559a433bd667a10d3d3dae5912dcba6ea78,b259c1e9f9b5415e24c8b3e31485942012cde025f7115eb6c3b87d91de9ef892,525.748202,0.028
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,528.259552,1.036
b2446308f35282348f1c6388346d932f610301eaa65bd0c283d8fb949d15e7cc,d206b500d8a622c7c6e606402b6f218d95ee19d6805d57bd7d6698351eea831a,532.094162,26.765
64db848c9bc5db515c94ab30eee3c35decfe835ca8a6c40b0821fe30aaa04cdb,f219acf93580c06f4504a74e90b2f826094f3544ca2f60a49b929ab5d1f80d31,534.870136,3.084
aa09fd0de23af2f42704ea3f7a832860e356cb21fbe99fb4c513e0ac64da3ce9,a7220d0ede28b7b3aa0f0607ca44f14e871e76cab8c30bfd0134e64230326622,537.020056,0.028
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,518cd8f12974202d11b5a16a5437a6a560186fbe9584862c601084cbc18761c6,545.367111,0.142
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,547.373895,0.772
87b8ec9b41644a8b32cf64798ee6e0d8d7e5948575669ae9c5a8435a10813266,9d4311638952a6ecefb68603a4ade3f6aedf1ff5a2f359c67bbef939d6a2e6dc,548.893374,0.310
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,518cd8f12974202d11b5a16a5437a6a560186fbe9584862c601084cbc18761c6,549.288977,0.334
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,553.891174,0.718
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,554.126868,0.407
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,555.885308,0.723
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,557.002504,0.629
aa09fd0de23af2f42704ea3f7a832860e356cb21fbe99fb4c513e0ac64da3ce9,a7220d0ede28b7b3aa0f0607ca44f14e871e76cab8c30bfd0134e64230326622,557.069513,0.029
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,d92f8485c6246b3992a693f22bcc446a2f3d552d1b0cecc3fe637dec8f61e1ac,558.606152,44.015
a279432833a21dc66309e252ef3f48f1ddc9eb706839d037a00b3f9f545c5e2d,9bfe15fe1c84832456da5d671ec99cfd73e0514bf91abfae306da2457af04221,565.041933,3.368
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,566.902623,0.468
d9c9a39425c8044015e05eaf8330a6e48bad0e3edf1ec032098fb2c8b045c0b9,7fd157a7b694ec9235842e5191f04eb673f536c6f3bb37a9dc868eaeb977de9b,568.487568,0.377
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,d92f8485c6246b3992a693f22bcc446a2f3d552d1b0cecc3fe637dec8f61e1ac,587.090938,52.863
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,598.046909,1.392
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,609.249835,1.358
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,d92f8485c6246b3992a693f22bcc446a2f3d552d1b0cecc3fe637dec8f61e1ac,610.199635,110.449
739faf50968804bd83adaade1c616b404ad02f354b6bb167295319b0ae5d9899,ca74b92087483a16a012c94b147c899e246570904c23a537cb8daeb2096ce52d,614.096929,0.793
eddb92315799e0eaf5d18b84bc5948186fbc33c0190b04c815d75765a979435c,110010ce3452fe8d402b60888cc981d5c1f099fa94092e745a629835ecdb9f51,619.926358,0.053
e572651326f1337845b6b98e94175d4dc9ec1338a73d1ab7ac61170ccaf88297,d92f8485c6246b3992a693f22bcc446a2f3d552d1b0cecc3fe637dec8f61e1ac,631.226008,86.786
